순위 (ranking),단어 (word),품사 (Part of speech),풀이 (Explanation),등급 (Rating),suffix number,단어 (word) (cleaned),english translation
7185,교복01,명,校服,C,01,교복,uniform
7186,교포02,명,僑胞,B,02,교포,Korean
7188,귀가하다01,동,歸家-,C,01,귀가하다,return home
7201,날아다니다,동,,C,니다,날아다니다,fly
7211,더더욱,부,,C,더욱,더더욱,Even more
7221,등록금,명,登錄金,B,록금,등록금,Tuition
7224,뛰어다니다,동,,B,니다,뛰어다니다,run around
7225,마음씨,명,,C,음씨,마음씨,nature
7226,만07,관,滿. ~ 3개월,B,07,만,only
7231,메모,명,memo,B,메모,메모,memo
7234,몇십,관,,B,몇십,몇십,tens
7238,몸매,명,,C,몸매,몸매,body
7239,몸무게,명,,B,무게,몸무게,weight
7240,무관심,명,無關心,C,관심,무관심,indifference
7246,반짝이다,동,,C,이다,반짝이다,sparkle
7249,배달02,명,配達,B,02,배달,delivery
7250,번역,명,飜譯,B,번역,번역,translation
7256,부인04,명,婦人,C,04,부인,ma'am
7258,분주하다05,형,奔走-,C,05,분주하다,busy
7262,비닐봉지,명,vinyl封紙,B,봉지,비닐봉지,plastic bag
7264,비판적,명,批判的,C,판적,비판적,critical
7266,뺏다,동,,C,뺏다,뺏다,take away
7270,사전22,명,辭典,A,22,사전22,Dictionary 22
7274,서랍,명,,B,서랍,서랍,a drawer
7278,소나기01,명,,B,01,소나기,shower
7280,소중히,부,所重-,C,중히,소중히,cherish it
7281,손잡이,명,,B,잡이,손잡이,handle
7283,수도꼭지,명,水道-,C,꼭지,수도꼭지,water tap
7291,실례01,명,失禮,A,01,실례,excuse
7292,싸구려,명,,C,구려,싸구려,cheap
7294,안녕,감,安寧,A,안녕,안녕,hi
7295,안되다02,형,마음이 언짢다,B,02,안되다,Can't do it
7298,약국02,명,藥局,A,02,약국,pharmacy
7303,어찌나,부,,C,찌나,어찌나,How
7304,엉터리,명,,C,터리,엉터리,nonsense
7311,연하다01,형,軟-,B,01,연하다,soft
7321,원숭이,명,,B,숭이,원숭이,monkey
7323,위법01,명,違法,C,01,위법,illegality
7325,육체적,명,肉體的,C,체적,육체적,physical
7327,음력02,명,陰曆,C,02,음력,Lunar
7339,이혼03,명,離婚,B,03,이혼,divorce
7343,일회용,명,一回用,B,회용,일회용,disposable
7353,잔디밭,명,,C,디밭,잔디밭,lawn
7355,저기02,감,,C,02,저기,excuse me
7358,전문직,명,專門職,C,문직,전문직,professional
7360,전화기,명,電話機,B,화기,전화기,cellphone
7366,제출02,명,提出,C,02,제출,submit
7371,지난주,명,-週,A,난주,지난주,last week
7378,진달래,명,,B,달래,진달래,Azalea
7383,쪽03,의,부분,C,03,쪽,side
7385,찌다05,동,떡을 ~,C,05,찌다,steam
7386,차남02,명,次男,B,02,차남,second son
7387,채점,명,採點,C,채점,채점,grading
7397,침착하다02,형,沈着-,C,02,침착하다,calm down
7398,캄캄하다,형,,C,하다,캄캄하다,It's dark
7401,타자기,명,打字機,C,자기,타자기,keyboard
7407,팬티,명,panties,B,팬티,팬티,panties
7409,편히,부,便-,B,편히,편히,comfortably
7410,포인트,명,point,C,인트,포인트,point
7411,포크01,명,fork,C,01,포크,fork
7417,한밤중,명,-中,C,밤중,한밤중,midnight
7430,효도01,명,孝道,C,01,효도,filial piety
7434,가구04,명,家具,B,04,가구,furniture
7438,간호사,명,看護師,A,호사,간호사,nurse
7440,개나리01,명,,B,01,개나리,forsythia
7445,고등학생,명,高等學生,A,학생,고등학생,high school student
7448,골목길,명,,B,목길,골목길,close
7453,관람객,명,觀覽客,C,람객,관람객,Audience
7459,귀가03,명,歸家,C,03,귀가,homecoming
7460,그리워하다,동,,C,하다,그리워하다,miss
7464,기억나다,동,記憶-,B,나다,기억나다,remember
7466,기침01,명,,B,01,기침,cough
7474,노랫소리,명,,B,소리,노랫소리,singing voice
7476,다섯,수,,A,다섯,다섯,five
7478,닭고기,명,,A,고기,닭고기,chicken
7487,대학교수,명,大學敎授,B,교수,대학교수,university professor
7497,뒷문,명,-門,C,뒷문,뒷문,back door
7500,딸아이,명,,C,아이,딸아이,daughter
7503,레몬,명,lemon,B,레몬,레몬,lemon
7505,만족스럽다,형,滿足-,C,럽다,만족스럽다,I'm satisfied
7516,미움,명,,C,미움,미움,hate
7518,바가지01,명,,C,01,바가지,overpriced
7521,발끝,명,,C,발끝,발끝,tiptoe
7523,배꼽,명,,B,배꼽,배꼽,navel
7524,병실02,명,病室,C,02,병실,ward
7527,봉사하다01,동,奉仕-,C,01,봉사하다,serve
7536,비행장,명,飛行場,C,행장,비행장,airfield
7539,사랑스럽다,형,,B,럽다,사랑스럽다,lovely
7561,숟가락,명,,A,가락,숟가락,Spoon
7562,술병02,명,-甁,B,02,술병,bottle
7564,습기02,명,濕氣,C,02,습기,humidity
7571,쓰이다01,동,글이 ~,B,01,쓰이다,serve
7581,엽서02,명,葉書,B,02,엽서,Postcard
7583,예보,명,豫報,C,예보,예보,forecast
7586,요일,명,曜日,A,요일,요일,Day of the week
7587,욕실,명,浴室,B,욕실,욕실,bathroom
7588,용감하다,형,勇敢-,C,하다,용감하다,brave
7592,운전기사,명,運轉技士,B,기사,운전기사,driver
7594,위험성,명,危險性,C,험성,위험성,Risks
7599,익다02,형,손에 ~,C,02,익다,ripe
7600,일05,수,一,A,05,일,Day
7605,장마01,명,,B,01,장마,The rainy season
7606,재학02,명,在學,C,02,재학,Attending
7608,저04,대,멀리 있는 대상,A,04,저,I
7610,전기12,명,傳記,C,12,전기12,electricity 12
7612,전시하다01,동,展示-,C,01,전시하다,display
7616,정기적,명,定期的,C,기적,정기적,regularly
7619,종교적,명,宗敎的,C,교적,종교적,religious
7620,주관적,명,主觀的,C,관적,주관적,subjective
7629,직장인,명,職場人,C,장인,직장인,Office workers
7630,진심01,명,眞心,C,01,진심,Sincerity
7634,질문하다,동,質問-,A,하다,질문하다,Ask a question
7637,짧아지다,동,,B,지다,짧아지다,become shorter
7638,찌다01,동,살이 ~,B,01,찌다,steam
7640,책가방,명,冊-,B,가방,책가방,school bag
7643,천국01,명,天國,C,01,천국,heaven
7649,치약,명,齒藥,A,치약,치약,toothpaste
7651,큰절01,명,,C,01,큰절,bow loudly
7663,학과01,명,學科,C,01,학과,Department
7678,후회01,명,後悔,C,01,후회,regret
7683,강조02,명,强調,C,02,강조,emphasis
7687,게시판,명,揭示板,C,시판,게시판,notice board
7696,공통점,명,共通點,C,통점,공통점,common ground
7701,과외,명,課外,C,과외,과외,tutoring
7703,교내01,명,校內,C,01,교내,On campus
7705,구15,명,區,C,15,구15,District 15
7714,금요일,명,金曜日,A,요일,금요일,friday
7720,김밥,명,,A,김밥,김밥,kimbap
7728,내적01,명,內的,C,01,내적,dot product
7731,놀이터,명,,B,이터,놀이터,playground
7736,다녀가다,동,,B,가다,다녀가다,visit
7738,답장,명,答狀,B,답장,답장,reply
7749,때때로,부,,B,때로,때때로,sometimes
7753,뜨다03,동,떠나다,C,03,뜨다,to rise
7756,마라톤,명,marathon,C,라톤,마라톤,marathon
7759,매스컴,명,mass communication,C,스컴,매스컴,mass media
7767,무08,명,無,C,08,무,radish
7769,묵다02,동,머무르다,C,02,묵다,lodge
7773,바나나,명,banana,A,나나,바나나,banana
7776,발등,명,,B,발등,발등,instep of a foot
7778,밤새02,명,~ 안녕하셨습니까,C,02,밤새,Overnight
7784,별일,명,別-,C,별일,별일,special day
7785,보내오다,동,,C,오다,보내오다,send
7789,부채01,명,,C,01,부채,fan
7791,불법02,명,佛法,C,02,불법,illegal
7795,블라우스,명,blouse,B,우스,블라우스,blouse
7800,사업가,명,事業家,C,업가,사업가,Entrepreneur
7801,사이좋다,형,,B,좋다,사이좋다,We get along well
7811,세상에,감,世上-,C,상에,세상에,oh my god
7816,수고01,명,,C,01,수고,effort
7818,수요일,명,水曜日,A,요일,수요일,wednesday
7822,슬퍼하다,동,,B,하다,슬퍼하다,be sad
7823,시금치,명,,C,금치,시금치,spinach
7828,신청서,명,申請書,C,청서,신청서,application
7835,쓰레기통,명,-桶,B,기통,쓰레기통,trash can
7836,아랫사람,명,,C,사람,아랫사람,subordinate
7838,앞쪽,명,,B,앞쪽,앞쪽,front
7840,앨범,명,album,C,앨범,앨범,album
7841,양05,명,羊,C,05,양,sheep
7848,여전하다,형,如前-,C,하다,여전하다,It's still the same
7853,영남,명,嶺南,C,영남,영남,Yeongnam
7857,옥상03,명,屋上,C,03,옥상,rooftop
7860,왼발,명,,B,왼발,왼발,left foot
7864,운전하다,동,運轉-,A,하다,운전하다,drive
7868,위06,명,胃,C,06,위,stomach
7883,일기11,명,日氣,B,11,일기11,diary 11
7884,일자리,명,,C,자리,일자리,Job
7890,자매03,명,姉妹,C,03,자매,sisters
7897,저번02,명,這番,B,02,저번,last time
7900,전시장,명,展示場,C,시장,전시장,showroom
7904,절약,명,節約,C,절약,절약,Saving
7906,정답,명,正答,B,정답,정답,answer
7907,정오01,명,正午,C,01,정오,At noon
7909,제대하다,동,除隊-,C,하다,제대하다,be discharged
7913,졸다01,동,,B,01,졸다,snooze
7918,즉석,명,卽席,C,즉석,즉석,instant
7920,지방09,명,脂肪,C,09,지방,province
7924,차차01,부,次次,C,01,차차,Chacha
7930,추측,명,推測,C,추측,추측,guess
7933,충고,명,忠告,C,충고,충고,advice
7939,코피01,명,,B,01,코피,Nosebleed
7943,턱04,의,알 ~이 없다,C,04,턱,chin
7946,팩시밀리,명,facsimile,C,밀리,팩시밀리,facsimile
7956,한낮,명,,C,한낮,한낮,midday
7958,할인01,명,割引,B,01,할인,discount
7971,가득히,부,,C,득히,가득히,chock
7977,간호,명,看護,C,간호,간호,nurse
7979,갑05,명,匣,C,05,갑,the former
7984,건너01,명,,C,01,건너,across
7985,걷다04,동,빨래를 ~,C,04,걷다,walk
7987,겁나다02,동,怯-,C,02,겁나다,scary
7996,고구마,명,,B,구마,고구마,sweet potato
8014,국기07,명,國旗,B,07,국기,flag
8018,금메달,명,金medal,C,메달,금메달,gold medal
8031,노트02,명,note,A,02,노트,note
8033,눈감다,동,,C,감다,눈감다,close one's eyes
8034,눈뜨다,동,,C,뜨다,눈뜨다,open one's eyes
8043,대입01,명,大入,C,01,대입,college admissions
8044,대화하다02,동,對話-,B,02,대화하다,Converse with
8045,도마01,명,,C,01,도마,cutting board
8050,동화책,명,童話冊,C,화책,동화책,fairy tale book
8053,딸기,명,,A,딸기,딸기,strawberry
8054,땅바닥,명,,C,바닥,땅바닥,ground
8064,모집하다,동,募集-,C,하다,모집하다,recruit
8071,미워하다,동,,B,하다,미워하다,Hate
8076,밤색,명,-色,C,밤색,밤색,brown
8077,밥맛,명,,B,밥맛,밥맛,Appetite
8079,배우자02,명,配偶者,C,02,배우자,spouse
8085,복사09,명,複寫,B,09,복사,copy
8090,볶음밥,명,,B,음밥,볶음밥,fried rice
8113,성별01,명,性別,B,01,성별,gender
8116,세탁,명,洗濯,B,세탁,세탁,laundry
8117,소문나다,동,所聞-,B,나다,소문나다,be rumored
8118,소용없다,형,所用-,B,없다,소용없다,no use
8120,속상하다02,형,-傷-,C,02,속상하다,upset
8121,손수건,명,-手巾,B,수건,손수건,handkerchief
8122,송아지,명,,B,아지,송아지,calf
8124,수돗물,명,水道-,B,돗물,수돗물,tap water
8126,수만,관,數萬,C,수만,수만,tens of thousands
8129,수입되다02,동,輸入-,C,02,수입되다,be imported
8130,수입품02,명,輸入品,C,02,수입품,imported goods
8134,술자리,명,,B,자리,술자리,drinking party
8140,식기01,명,食器,C,01,식기,tableware
8146,싼값,명,,C,싼값,싼값,cheap price
8153,안04,명,案,C,04,안,not
8154,안부01,명,安否,C,01,안부,safety
8157,양주04,명,洋酒,C,04,양주,liquor
8160,어린이날,명,,B,이날,어린이날,Children's Day
8168,영화배우,명,映畵俳優,C,배우,영화배우,Actor
8169,오른발,명,,B,른발,오른발,right foot
8173,용서01,명,容恕,C,01,용서,Forgiveness
8177,우편04,명,郵便,C,04,우편,post
8189,이사하다01,동,移徙-,B,01,이사하다,Move house
8191,일등,명,一等,B,일등,일등,first class
8198,작아지다,동,,B,지다,작아지다,become smaller
8205,정장04,명,正裝,C,04,정장,suit
8210,좁히다01,동,,C,01,좁히다,close up
8212,좋아,감,,C,좋아,좋아,good
8218,죽03,부,줄을 ~ 긋다,C,03,죽,porridge
8219,줄무늬,명,,B,무늬,줄무늬,stripe
8224,지워지다,동,,C,지다,지워지다,erased
8225,지저분하다,형,,C,하다,지저분하다,dirty
8226,진통01,명,陣痛,C,01,진통,throes
8229,찬성하다,동,贊成-,C,하다,찬성하다,agree
8231,참석,명,參席,C,참석,참석,attend
8235,초콜릿,명,chocolate,A,콜릿,초콜릿,chocolate
8238,최고급,명,最高級,C,고급,최고급,top quality
8239,최상02,명,最上,C,02,최상,the best
8240,최악,명,最惡,C,최악,최악,worst
8242,출국,명,出國,C,출국,출국,Departure
8246,친해지다,동,親-,C,지다,친해지다,become friendly
8248,코끝,명,,C,코끝,코끝,tip of nose
8250,터미널,명,terminal,B,미널,터미널,terminal
8264,피자,명,&이pizza,A,피자,피자,pizza
8267,한국적,명,韓國的,B,국적,한국적,Korean
8275,햄04,명,ham,C,04,햄,ham
8282,환영02,명,歡迎,B,02,환영,illusion
8286,가로수,명,街路樹,C,로수,가로수,colonnade
8290,간식02,명,間食,B,02,간식,snack
8293,감01,명,과일,B,01,감,persimmon
8296,개다01,동,날이 ~,C,01,개다,fold
8305,고급스럽다,형,高級-,C,럽다,고급스럽다,It's luxurious
8307,고소하다01,형,맛이 ~,C,01,고소하다,accuse
8313,공주01,명,公主,C,01,공주,princess
8322,깨어지다,동,,C,지다,깨어지다,wake up
8324,남04,명,南,B,04,남,other
8328,네거리,명,,B,거리,네거리,crossroads
8329,노란색,명,-色,A,란색,노란색,yellow
8330,녹음하다,동,錄音-,B,하다,녹음하다,record
8336,달러,명,dollar,A,달러,달러,dollar
8342,대여섯,관,,C,여섯,대여섯,Five or six
8349,되돌아보다,동,,C,보다,되돌아보다,look back
8355,등산로,명,登山路,B,산로,등산로,hiking trail
8358,마사지,명,massage,B,사지,마사지,massage
8359,만06,수,萬,A,06,만,only
8361,먹히다,동,,B,히다,먹히다,get eaten
8364,몸살01,명,~이 걸리다,B,01,몸살,sick
8367,무더위,명,,B,더위,무더위,swelter
8369,무용가,명,舞踊家,C,용가,무용가,dancer
8375,박스,명,box,B,박스,박스,box
8377,반기다,동,,C,기다,반기다,welcome
8381,밥솥,명,,B,밥솥,밥솥,rice cooker
8388,베개,명,,B,베개,베개,pillow
8389,벨트,명,belt,B,벨트,벨트,belt
8391,복사하다03,동,複寫-,B,03,복사하다,To copy
8400,붓다01,동,얼굴이 ~,C,01,붓다,pour
8401,비19,명,碑,C,19,비19,Rain 19
8407,사계절,명,四季節,B,계절,사계절,four Seasons
8408,사과하다02,동,謝過-,B,02,사과하다,apologize
8411,사투리,명,,C,투리,사투리,dialect
8416,상금04,명,賞金,C,04,상금,reward
8438,수저01,명,,C,01,수저,spoon and chopsticks
8444,식욕,명,食慾,C,식욕,식욕,appetite
8457,앞바다,명,,C,바다,앞바다,offshore
8458,얄밉다,형,,C,밉다,얄밉다,It's disgusting
8459,양상추,명,洋-,C,상추,양상추,lettuce
8467,여대생,명,女大生,B,대생,여대생,female college student
8471,연기하다01,동,延期-,C,01,연기하다,Adjourn
8478,온라인,명,on-line,C,라인,온라인,online
8481,외갓집,명,外家-,C,갓집,외갓집,mother's house
8482,외할머니,명,外-,B,머니,외할머니,maternal grandmother
8489,유능하다,형,有能-,C,하다,유능하다,competent
8493,유적지,명,遺跡地,C,적지,유적지,Historic sites
8499,음악가,명,音樂家,B,악가,음악가,Musician
8500,응답하다,동,應答-,C,하다,응답하다,to respond
8503,이롭다02,형,利-,C,02,이롭다,beneficial
8505,이분01,대,,A,01,이분,This person
8512,인삼,명,人蔘,B,인삼,인삼,Ginseng
8513,인상01,명,人相,B,01,인상,impression
8518,입사04,명,入社,C,04,입사,join
8520,자01,명,~로 재다,C,01,자,ruler
8527,재활용,명,再活用,C,활용,재활용,recycle
8536,점원01,명,店員,B,01,점원,clerk
8539,제삿날,명,祭祀-,C,삿날,제삿날,Memorial Day
8546,주름살,명,,C,름살,주름살,wrinkles
8561,참고하다,동,參考-,C,하다,참고하다,refer to
8562,찻잔,명,茶盞,B,찻잔,찻잔,teacup
8568,철학적,명,哲學的,C,학적,철학적,philosophical
8572,초대04,명,初代,C,04,초대,invite
8579,추천하다02,동,推薦-,C,02,추천하다,recommend
8589,칫솔,명,齒-,A,칫솔,칫솔,toothbrush
8591,큰길,명,,B,큰길,큰길,main street
8598,판매되다,동,販賣-,C,되다,판매되다,sold
8600,편05,의,기차 ~,C,05,편,side
8602,포근하다,형,,C,하다,포근하다,comfy
8603,포도06,명,葡萄,A,06,포도,grape
8605,하나님,명,,C,나님,하나님,father
8610,학력02,명,學歷,C,02,학력,Education
8613,한정하다01,동,限定-,C,01,한정하다,limit
8619,향상되다,동,向上-,C,되다,향상되다,improve
8626,홈페이지,명,homepage,B,이지,홈페이지,home page
